title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist,year
U R,274000.0,TAEYEON,I,,,KR,2015-10-07,,TAEYEON,2015
Up & Down,173000.0,"TAEYEON, HYO",Why,,,KR,2016-06-28,,TAEYEON,2016
Weekend,233000.0,TAEYEON,Weekend,,,XW,2021-07-06,,TAEYEON,2021
Why,207000.0,TAEYEON,Why,,,KR,2016-06-28,,TAEYEON,2016
Worry Free Love,209000.0,TAEYEON,#GirlsSpkOut,,,AF,2020-10-30,,TAEYEON,2020
You Better Not,163000.0,TAEYEON,INVU,,,KR,2022-02-14,,TAEYEON,2022
가까이,243000.0,TAEYEON,"For You in Full Blossom (Original Television Soundtrack), Pt. 4",,,XW,2012-05-09,,TAEYEON,2012
그대라는 시,209482.0,TAEYEON,"Hotel Del Luna (Original Television Soundtrack), Pt. 3",,,XW,2019-07-21,,TAEYEON,2019
그리고 하나,255000.0,TAEYEON,"That Winter, the Wind Blows (Original TV Series Soundtrack), Pt. 5",,,XW,2013-03-13,,TAEYEON,2013
기억을 걷는 시간,233000.0,TAEYEON,My Voice,,,KR,2017-02-28,,TAEYEON,2017
꿈,238693.0,TAEYEON,"Welcome to Samdal‐ri: Original Television Soundtrack, Pt.3",,,,2023-12-17,,TAEYEON,2023
나의 작은 정원,249000.0,TAEYEON,지리산 OST Part 8,,,KR,2021-11-28,,TAEYEON,2021
내 곁에,227691.0,TAEYEON,"Our Blues, Pt. 6 (Original Television Soundtrack)",,,XW,2022-05-08,,TAEYEON,2022
내게 들려주고 싶은 말 (Dear Me),222000.0,TAEYEON,(PURPOSE),,,KR,2020-01-15,,TAEYEON,2020
내일은 고백할게,239000.0,TAEYEON,Do You Like Brahms? OST Part.5,,,KR,2020-09-15,,TAEYEON,2020
너의 생일 (One Day),210000.0,TAEYEON,Something New,,,KR,2018-06-18,,TAEYEON,2018
들리나요…,242226.0,TAEYEON,베토벤 바이러스 Original Television Soundtrack,,,XW,2008-09-17,,TAEYEON,2008
먼저 말해줘 (Farewell),222000.0,TAEYEON,I,,,KR,2015-10-07,,TAEYEON,2015
미치게 보고싶은,215000.0,TAEYEON,더킹 투하츠 OST Part 1,,,KR,2012-03-28,,TAEYEON,2012
바람 바람 바람 (Baram X 3),208000.0,TAEYEON,Something New,,,KR,2018-06-18,,TAEYEON,2018
사계 (Four Seasons),188000.0,TAEYEON,Four Seasons,,,US,2019-03-24,,TAEYEON,2019
사랑 그 한마디,235000.0,TAEYEON,너희들은 포위됐다 OST Part 2,,,KR,2014-05-30,,TAEYEON,2014
사랑인걸요,,"TAEYEON, SUNNY",맨땅에 헤딩 OST (MBC TV 드라마),,,KR,2009-10-15,,TAEYEON,2009
쉿 (Shhhh),229000.0,TAEYEON,this Christmas - winter is coming,,,KR,2017-12-12,,TAEYEON,2017
스트레스 (Stress),201000.0,TAEYEON,I,,,KR,2015-10-07,,TAEYEON,2015
어른아이 (Toddler),188000.0,TAEYEON,INVU,,,KR,2022-02-14,,TAEYEON,2022
월식 (My Tragedy),269000.0,TAEYEON,(PURPOSE),,,KR,2020-01-15,,TAEYEON,2020
제주도의 푸른 밤,203000.0,TAEYEON,밴드 고맙삼다,,,KR,2016-04-12,,TAEYEON,2016
춘천가는 기차,294000.0,TAEYEON,2019 월간 윤종신 5월호 '별책부록',,,KR,2019-05-21,,TAEYEON,2019
품 (Heart),232000.0,TAEYEON,INVU,,,KR,2022-02-14,,TAEYEON,2022
하하하 (LOL),196000.0,TAEYEON,Purpose,,,KR,2019-10-28,,TAEYEON,2019
혼자서 걸어요,260669.0,TAEYEON,Naul <Ballad Pop City>,,,XW,2023-02-02,,TAEYEON,2023
나는 달라,214000.0,"HI SUHYUN, BOBBY",나는 달라,,,KR,2014-11-11,,HI SUHYUN,2014
Bonnie & Clyde,174000.0,YUQI,A Page,,,AF,2021-05-13,,YUQI,2021
Could It Be,189000.0,YUQI,Could It Be,,,JP,2024-04-05,,YUQI,2024
Drink It Up,196000.0,"YUQI, pH‐1",YUQ1,,,,2024-04-23,,YUQI,2024
Everytime,191000.0,"YUQI, MINNIE",YUQ1,,,,2024-04-23,,YUQI,2024
FREAK,171000.0,YUQI,YUQ1,,,,2024-04-23,,YUQI,2024
Giant,209000.0,YUQI,A Page,,,AF,2021-05-13,,YUQI,2021
My Way,168000.0,YUQI,YUQ1,,,,2024-04-23,,YUQI,2024
Not Cinderella,241000.0,"YUQI, Hypeertime",신데렐라는 내가 아니었다 OST Part 1,,,,2023-02-23,,YUQI,2023
On Clap,118000.0,"YUQI, 刘柏辛Lexie",YUQ1,,,,2024-04-23,,YUQI,2024
Red Rover,123000.0,YUQI,YUQ1,,,,2024-04-23,,YUQI,2024
漆黑的空间《灰色轨迹 (国语版)》,259028.0,YUQI,Grey Track,,,,2023-11-28,,YUQI,2023
연극,230613.0,YUQI,Marry My Husband OST Special Track,,,XW,2024-02-27,,YUQI,2024
Breath,270000.0,S.M. THE BALLAD,Breath,,,KR,2014-02-13,,S.M. THE BALLAD,2014
Dear...,61000.0,S.M. THE BALLAD,Breath,,,KR,2014-02-13,,S.M. THE BALLAD,2014
Don't Lie,257000.0,S.M. THE BALLAD,너무 그리워,,,KR,2010-11-29,,S.M. THE BALLAD,2010
Hot Times (시험하지 말기),293000.0,S.M. THE BALLAD,너무 그리워,,,KR,2010-11-29,,S.M. THE BALLAD,2010
Set Me Free,260000.0,S.M. THE BALLAD,Set Me Free,,,XW,2014-02-12,,S.M. THE BALLAD,2014
僕のせいだよ (Blind),232000.0,S.M. THE BALLAD,Breath,,,KR,2014-02-13,,S.M. THE BALLAD,2014
太贪心 (Blind),236000.0,S.M. THE BALLAD,Breath,,,KR,2014-02-13,,S.M. THE BALLAD,2014
내 욕심이 많았다 (Blind),236000.0,S.M. THE BALLAD,Breath,,,KR,2014-02-13,,S.M. THE BALLAD,2014
내일은… (Another Day),274000.0,S.M. THE BALLAD,너무 그리워,,,KR,2010-11-29,,S.M. THE BALLAD,2010
너무 그리워 (Miss You),255000.0,S.M. THE BALLAD,너무 그리워,,,KR,2010-11-29,,S.M. THE BALLAD,2010
다시… 사랑합니다 (Love Again),236000.0,S.M. THE BALLAD,너무 그리워,,,KR,2010-11-29,,S.M. THE BALLAD,2010
"좋았던 건, 아팠던 건 (When I Was... When U Were...)",234000.0,S.M. THE BALLAD,Breath,,,KR,2014-02-13,,S.M. THE BALLAD,2014
하루 (A Day Without You),216000.0,S.M. THE BALLAD,하루 (A Day Without You),,,KR,2014-02-11,,S.M. THE BALLAD,2014
9 colors,233000.0,NiziU,U,,,,2021-11-24,,NiziU,2021
All right,199906.0,NiziU,COCONUT,,,JP,2023-07-05,,NiziU,2023
Already Special,218213.0,NiziU,Blue Moon,,,,2022-12-14,,NiziU,2022
ASOBO,183506.0,NiziU,ASOBO,,,,2022-04-12,,NiziU,2022
Baby I'm a star,159000.0,NiziU,Make you happy,,,,2020-06-30,,NiziU,2020
Blue Moon,244110.0,NiziU,Blue Moon,,,,2022-11-20,,NiziU,2022
Boom Boom Boom,201000.0,NiziU,Make you happy,,,,2020-06-30,,NiziU,2020
Chopstick,177000.0,NiziU,Chopstick,,,,2021-11-11,,NiziU,2021
CLAP CLAP,164880.0,NiziU,CLAP CLAP,,,,2022-07-13,,NiziU,2022
COCONUT,178426.0,NiziU,COCONUT,,,,2023-06-29,,NiziU,2023
FESTA,217000.0,NiziU,U,,,,2021-11-24,,NiziU,2021
HEARTRIS,180883.0,NiziU,Press Play,,,XW,2023-10-30,,NiziU,2023
I AM,216000.0,NiziU,Take a picture / Poppin' Shakin',,,JP,2021-04-07,,NiziU,2021
Intro+虹の向こうへ,,NiziU,Paradise,,,JP,2023-03-08,,NiziU,2023
Joyful,210000.0,NiziU,Step and a step,,,JP,2020-12-02,,NiziU,2020
JUMP,199386.0,NiziU,COCONUT,,,JP,2023-07-05,,NiziU,2023
LOOK AT ME,193946.0,NiziU,COCONUT,,,JP,2023-07-05,,NiziU,2023
Love & Like,172053.0,NiziU,COCONUT,,,JP,2023-07-05,,NiziU,2023
LOVE YOURSELF,199226.0,NiziU,COCONUT,,,JP,2023-07-05,,NiziU,2023
Lucky Star,177360.0,NiziU,Press Play,,,XW,2023-10-30,,NiziU,2023
Make you happy,184000.0,NiziU,Make you happy,,,JP,2020-06-30,,NiziU,2020
Memories,208253.0,NiziU,Memories,,,,2024-02-06,,NiziU,2024
Need U,253000.0,NiziU,Need U,,,,2021-11-20,,NiziU,2021
Paradise,209000.0,NiziU,Paradise,,,KR,2023-03-03,,NiziU,2023
Poppin' Shakin',193000.0,NiziU,Poppin' Shakin',,,JP,2021-02-20,,NiziU,2021
PRISM,224440.0,NiziU,COCONUT,,,JP,2023-07-05,,NiziU,2023
Raindrops,167080.0,NiziU,COCONUT,,,JP,2023-07-05,,NiziU,2023
secret,199026.0,NiziU,COCONUT,,,JP,2023-07-05,,NiziU,2023
Short Trip,216573.0,NiziU,CLAP CLAP,,,,2022-07-20,,NiziU,2022
Step and a step,201000.0,NiziU,Step and a step,,,,2020-11-25,,NiziU,2020
Super Summer,183000.0,NiziU,Super Summer,,,,2021-07-05,,NiziU,2021
Sweet Bomb!,175000.0,NiziU,Step and a step,,,JP,2020-12-02,,NiziU,2020
SWEET NONFICTION,199000.0,NiziU,SWEET NONFICTION,,,JP,2024-03-14,,NiziU,2024
Take a picture,181000.0,NiziU,Take a picture,,,,2021-03-29,,NiziU,2021
Take it,198066.0,NiziU,COCONUT,,,JP,2023-07-05,,NiziU,2023
Twinkle Twinkle,189000.0,NiziU,U,,,,2021-11-24,,NiziU,2021
Wonder Dream,193000.0,NiziU,U,,,,2021-11-24,,NiziU,2021
虹の向こうへ,196000.0,NiziU,Make you happy,,,,2020-06-30,,NiziU,2020
#,73000.0,S#arp,The S#arp,,,KR,1998-11-05,,S#arp,1998
All For You,218000.0,S#arp,Flat [♭],,,KR,2001-11-05,,S#arp,2001
And More,229000.0,S#arp,4ever Feel So Good,,,KR,2001-02-20,,S#arp,2001
Blue Day,246786.0,S#arp,The S#arp+2,,,KR,1999-09-28,,S#arp,1999
Bye Bye,203000.0,S#arp,Flat [♭],,,KR,2001-11-05,,S#arp,2001
Christmas Eve (John's Talk),30000.0,S#arp,The S#arp,,,KR,1998-11-05,,S#arp,1998
Christmas Story,190000.0,S#arp,The S#arp,,,KR,1998-11-05,,S#arp,1998
Coffee Love,219000.0,S#arp,StYlE,,,KR,2002-09-06,,S#arp,2002
Dancing Queen,225600.0,S#arp,The Four Letter Word Love,,,KR,2000-08-11,,S#arp,2000
Easy Come Easy Go,205000.0,S#arp,4ever Feel So Good,,,KR,2001-02-20,,S#arp,2001
Evolution (outro),70000.0,S#arp,The S#arp,,,KR,1998-11-05,,S#arp,1998
Evolution…2&3,262000.0,S#arp,The S#arp,,,KR,1998-11-05,,S#arp,1998
EXIT (비상구),227640.0,S#arp,The S#arp+2,,,KR,1999-09-28,,S#arp,1999
For You,221733.0,S#arp,The S#arp+2,,,KR,1999-09-28,,S#arp,1999
Forever With You,182547.0,S#arp,The S#arp+2,,,KR,1999-09-28,,S#arp,1999
Go to Jamaica,228000.0,S#arp,The S#arp,,,KR,1998-11-05,,S#arp,1998
Honey.Com,227266.0,S#arp,The Four Letter Word Love,,,KR,2000-08-11,,S#arp,2000
How?,226266.0,S#arp,The Four Letter Word Love,,,KR,2000-08-11,,S#arp,2000
Intro,71600.0,S#arp,The Four Letter Word Love,,,KR,2000-08-11,,S#arp,2000
Kiss Me,260000.0,S#arp,Flat [♭],,,KR,2001-11-05,,S#arp,2001
Knock,198453.0,S#arp,Smart & Smooth,,,KR,2003-01-24,,S#arp,2003
Liar,267600.0,S#arp,The Four Letter Word Love,,,KR,2000-08-11,,S#arp,2000
Lying,244226.0,S#arp,The S#arp,,,KR,1998-11-05,,S#arp,1998
Magic,224000.0,S#arp,StYlE,,,KR,2002-09-06,,S#arp,2002
Never,206000.0,S#arp,Flat [♭],,,KR,2001-11-05,,S#arp,2001
Outro,200106.0,S#arp,The Four Letter Word Love,,,KR,2000-08-11,,S#arp,2000
Sad Way,232000.0,S#arp,The S#arp,,,KR,1998-11-05,,S#arp,1998
Sign,205600.0,S#arp,The Four Letter Word Love,,,KR,2000-08-11,,S#arp,2000
Sunday Kiss Monday Love,196000.0,S#arp,Flat [♭],,,KR,2001-11-05,,S#arp,2001
Sweety,213000.0,S#arp,4ever Feel So Good,,,KR,2001-02-20,,S#arp,2001
Tell Me Tell Me,212400.0,S#arp,소유진의 Fandangoi,,,KR,2001-06-29,,S#arp,2001
"Tell Me, Tell Me",212906.0,S#arp,The S#arp+2,,,KR,1999-09-28,,S#arp,1999
Unchained Melody,226000.0,S#arp,The S#arp,,,KR,1998-11-05,,S#arp,1998
Yes,224000.0,S#arp,The S#arp,,,KR,1998-11-05,,S#arp,1998
You're My Friends,211000.0,S#arp,4ever Feel So Good,,,KR,2001-02-20,,S#arp,2001
善,277000.0,S#arp,The S#arp,,,KR,1998-11-05,,S#arp,1998
美,215000.0,S#arp,The S#arp,,,KR,1998-11-05,,S#arp,1998
가,226266.0,S#arp,Smart & Smooth,,,KR,2003-01-24,,S#arp,2003
그래도 될까,264400.0,S#arp,The Four Letter Word Love,,,KR,2000-08-11,,S#arp,2000
그랬죠,231000.0,S#arp,StYlE,,,KR,2002-09-06,,S#arp,2002
그런거니?,258720.0,S#arp,Smart & Smooth,,,KR,2003-01-24,,S#arp,2003
나쁜 이별,223000.0,S#arp,StYlE,,,KR,2002-09-06,,S#arp,2002
나쁜이별,224306.0,S#arp,Smart & Smooth,,,KR,2003-01-24,,S#arp,2003
내 사랑,221000.0,S#arp,StYlE,,,KR,2002-09-06,,S#arp,2002
내 입술... 따뜻한 커피처럼,225000.0,S#arp,Flat [♭],,,KR,2001-11-05,,S#arp,2001
내 입술....따뜻한 커피처럼,225746.0,S#arp,Smart & Smooth,,,KR,2003-01-24,,S#arp,2003
내게 남은 내겐 그대 하나,196000.0,S#arp,The S#arp,,,KR,1998-11-05,,S#arp,1998
눈물,313000.0,S#arp,The S#arp,,,KR,1998-11-05,,S#arp,1998
두번째 유혹,215760.0,S#arp,The Four Letter Word Love,,,KR,2000-08-11,,S#arp,2000
모르니,239040.0,S#arp,Smart & Smooth,,,KR,2003-01-24,,S#arp,2003
바보사냥,212746.0,S#arp,The S#arp+2,,,KR,1999-09-28,,S#arp,1999
바보야 바보 (너+나=우리),209000.0,S#arp,Flat [♭],,,KR,2001-11-05,,S#arp,2001
백일기도,227000.0,S#arp,4ever Feel So Good,,,KR,2001-02-20,,S#arp,2001
버드나무 이야기,245826.0,S#arp,The S#arp+2,,,KR,1999-09-28,,S#arp,1999
버드나무이야기,245906.0,S#arp,Smart & Smooth,,,KR,2003-01-24,,S#arp,2003
변신,225000.0,S#arp,StYlE,,,KR,2002-09-06,,S#arp,2002
별 하나 사랑 둘,237000.0,S#arp,4ever Feel So Good,,,KR,2001-02-20,,S#arp,2001
별하나 사랑둘,236973.0,S#arp,Smart & Smooth,,,KR,2003-01-24,,S#arp,2003
사랑할께,267000.0,S#arp,Flat [♭],,,KR,2001-11-05,,S#arp,2001
사이,225000.0,S#arp,4ever Feel So Good,,,KR,2001-02-20,,S#arp,2001
샤베르,257000.0,S#arp,StYlE,,,KR,2002-09-06,,S#arp,2002
샤베트,257466.0,S#arp,Smart & Smooth,,,KR,2003-01-24,,S#arp,2003
송인,220000.0,S#arp,Flat [♭],,,KR,2001-11-05,,S#arp,2001
실루엣,197000.0,S#arp,Flat [♭],,,KR,2001-11-05,,S#arp,2001
싫어요,290000.0,S#arp,StYlE,,,KR,2002-09-06,,S#arp,2002
아껴둔 사랑 (Gimme! Gimme! Gimme!),245453.0,S#arp,The S#arp+2,,,KR,1999-09-28,,S#arp,1999
어느날...,194000.0,S#arp,StYlE,,,KR,2002-09-06,,S#arp,2002
오해,225840.0,S#arp,The Four Letter Word Love,,,KR,2000-08-11,,S#arp,2000
우리 갈까 (둘이서만),250706.0,S#arp,The S#arp+2,,,KR,1999-09-28,,S#arp,1999
유혹 (4 Play),231000.0,S#arp,StYlE,,,KR,2002-09-06,,S#arp,2002
은밀한 유혹,210000.0,S#arp,The S#arp+2,,,KR,1999-09-28,,S#arp,1999
이제,226000.0,S#arp,4ever Feel So Good,,,KR,2001-02-20,,S#arp,2001
잊어도 돼나요,259173.0,S#arp,Smart & Smooth,,,KR,2003-01-24,,S#arp,2003
잊어도 되나요,258000.0,S#arp,4ever Feel So Good,,,KR,2001-02-20,,S#arp,2001
잔인한 이별,228213.0,S#arp,The Four Letter Word Love,,,KR,2000-08-11,,S#arp,2000
잘됐어,219000.0,S#arp,소유진의 Fandangoi,,,KR,2001-06-29,,S#arp,2001
탈출,210053.0,S#arp,The S#arp+2,,,KR,1999-09-28,,S#arp,1999
LALISA,202000.0,LISA,LALISA,,,KR,2021-09-10,,LISA,2021
Message From LISA,9600.0,LISA,Message From LISA,,,XW,2021-09-10,,LISA,2021
MONEY,168227.0,LISA,LALISA,,,AM,2021-09-10,,LISA,2021
Lady,211000.0,A.S. BLUE,BLUE,,,KR,2011-07-20,,A.S. BLUE,2011
원더보이 (Wonder Boy),218000.0,A.S. BLUE,BLUE,,,KR,2011-07-20,,A.S. BLUE,2011
MOYA,220000.0,AOA BLACK,MOYA,,,KR,2013-07-26,,AOA BLACK,2013
Without You,214000.0,AOA BLACK,MOYA,,,KR,2013-07-26,,AOA BLACK,2013
Bangkok City,168000.0,Orange Caramel,방콕시티,,,KR,2011-03-31,,Orange Caramel,2011
Bubble Bath,224000.0,Orange Caramel,Lipstick,,,KR,2012-09-12,,Orange Caramel,2012
Funny Hunny,188000.0,Orange Caramel,조영수 All Star - 오렌지캬라멜,,,KR,2011-12-16,,Orange Caramel,2011
LIPSTICK,207000.0,Orange Caramel,LIPSTICK / ラムのラブソング,,,JP,2012-12-12,,Orange Caramel,2012
One Love,202000.0,Orange Caramel,The Second Mini Album,,,KR,2010-11-18,,Orange Caramel,2010
So Sorry,182000.0,Orange Caramel,까탈레나,,,KR,2014-03-12,,Orange Caramel,2014
Superwoman,202000.0,Orange Caramel,Lipstick,,,KR,2012-09-12,,Orange Caramel,2012
The day you went away,,Orange Caramel,Lipstick,,,TW,2013-03-08,,Orange Caramel,2013
Tonight,190000.0,Orange Caramel,괜찮아 사랑이야 OST Part 8,,,KR,2014-09-11,,Orange Caramel,2014
やさしい悪魔,188933.0,Orange Caramel,やさしい悪魔,,,JP,2012-09-05,,Orange Caramel,2012
アイン♡,211466.0,Orange Caramel,ORANGE CARAMEL,,,JP,2013-03-13,,Orange Caramel,2013
オレキャラチャンネル！～ORANGE CARAMELのバツゲームはイヤよ♥～,,Orange Caramel,LIPSTICK / ラムのラブソング,,,JP,2012-12-12,,Orange Caramel,2012
クッキークリーム&ミント,211000.0,Orange Caramel,クッキークリーム&ミント,,,JP,2013-03-06,,Orange Caramel,2013
ラムのラブソング,162000.0,Orange Caramel,LIPSTICK / ラムのラブソング,,,JP,2012-12-12,,Orange Caramel,2012
上海ロマン,,Orange Caramel,PLAYGIRLZ,,,JP,2012-03-14,,Orange Caramel,2012
天使のウィンク,216493.0,Orange Caramel,ORANGE CARAMEL,,,JP,2013-03-13,,Orange Caramel,2013
赤いくつ,229973.0,Orange Caramel,ORANGE CARAMEL,,,JP,2013-03-13,,Orange Caramel,2013
魔法少女,191160.0,Orange Caramel,やさしい悪魔,,,JP,2012-09-05,,Orange Caramel,2012
강남거리,196000.0,Orange Caramel,My Copycat,,,,2014-08-18,,Orange Caramel,2014
까탈레나 (Catallena),193000.0,Orange Caramel,까탈레나,,,KR,2014-03-12,,Orange Caramel,2014
나처럼 해봐요,200000.0,Orange Caramel,My Copycat,,,,2014-08-18,,Orange Caramel,2014
눈을 감아,251000.0,Orange Caramel,Shanghai Romance,,,XW,2011-10-13,,Orange Caramel,2011
마법소녀,191000.0,Orange Caramel,The First Mini Album,,,KR,2010-06-17,,Orange Caramel,2010
미친 듯이 울었어,202000.0,Orange Caramel,까탈레나,,,KR,2014-03-12,,Orange Caramel,2014
밀크쉐이크,217000.0,Orange Caramel,Lipstick,,,KR,2012-09-12,,Orange Caramel,2012
방콕시티 (2012 New Recording),170000.0,Orange Caramel,Lipstick,,,KR,2012-09-12,,Orange Caramel,2012
사랑을 미룰 순 없나요,207000.0,Orange Caramel,The First Mini Album,,,KR,2010-06-17,,Orange Caramel,2010
샹하이 로맨스 (上海之戀),228000.0,Orange Caramel,Shanghai Romance,,,XW,2011-10-13,,Orange Caramel,2011
아빙아빙,190480.0,Orange Caramel,Abing abing,,,XW,2014-05-20,,Orange Caramel,2014
아잉♡,208000.0,Orange Caramel,The Second Mini Album,,,KR,2010-11-18,,Orange Caramel,2010
아직...,211000.0,Orange Caramel,The Second Mini Album,,,KR,2010-11-18,,Orange Caramel,2010
어떤가요 (What Can I Do),221000.0,Orange Caramel,Happy Pledis 2012 ' Love Letter ',,,KR,2011-12-01,,Orange Caramel,2011
이곳에 서서,220000.0,Orange Caramel,The Second Mini Album,,,KR,2010-11-18,,Orange Caramel,2010
클라라의 꿈,240000.0,Orange Caramel,Lipstick,,,KR,2012-09-12,,Orange Caramel,2012
흰눈 사이로 하이힐 타고,210000.0,"Orange Caramel, NU'EST",흰눈 사이로 하이힐 타고,,,KR,2012-12-13,,Orange Caramel,2012
1Up on Milhouse,165000.0,"PENIEL, Joe J. Lee, Typoh",Homesick Mixtape Vol. 1,,,XW,2016-04-28,,PENIEL,2016
B.O.D,148000.0,PENIEL,B.O.D,,,XW,2019-05-13,,PENIEL,2019
Body Roll,195000.0,"PENIEL, Joe J. Lee",Homesick Mixtape Vol. 1,,,XW,2016-04-28,,PENIEL,2016
Farewell,211000.0,"PENIEL, Joe J. Lee, K.O",Homesick Mixtape Vol. 1,,,XW,2016-04-28,,PENIEL,2016
Flip,191000.0,"PENIEL, Beenzino",Flip,,,XW,2019-08-27,,PENIEL,2019
FLY23,228000.0,PENIEL,'FLY23' Official Music Video,,,XW,2019-07-30,,PENIEL,2019
Homesick,183000.0,"PENIEL, Joe J. Lee",Homesick Mixtape Vol. 1,,,XW,2016-04-28,,PENIEL,2016
Repeat,142000.0,"PENIEL, Joe J. Lee, Legaci",Homesick Mixtape Vol. 1,,,XW,2016-04-28,,PENIEL,2016
THAT GIRL,174000.0,PENIEL,Piece of BTOB Vol.3,,,KR,2017-06-27,,PENIEL,2017
Valentine,186000.0,PENIEL,Valentine,,,XW,2021-02-14,,PENIEL,2021
Miracle,219000.0,WOOZI,조선로코 - 녹두전 Special OST,,,KR,2019-11-26,,WOOZI,2019
Ruby,164000.0,WOOZI,Ruby,,,KR,2022-01-03,,WOOZI,2022
#,66000.0,이달의 소녀,[#],,,KR,2020-02-05,,이달의 소녀,2020
&,79000.0,이달의 소녀,[&],,,KR,2021-06-28,,이달의 소녀,2021
+ +,58392.0,이달의 소녀,[+ +],,,KR,2018-08-20,,이달의 소녀,2018
0,,이달의 소녀,[0],,,KR,2023-01-05,,이달의 소녀,2023
365,222000.0,이달의 소녀,365,,,KR,2019-12-13,,이달의 소녀,2019
[untitled],43400.0,이달의 소녀,[× ×],,,KR,2019-02-19,,이달의 소녀,2019
A Different Night,218000.0,이달의 소녀,[&],,,KR,2021-06-28,,이달의 소녀,2021
All I Want for Christmas Is You,196000.0,이달의 소녀,All I Want for Christmas Is You,,,XW,2020-12-24,,이달의 소녀,2020
B.U.R.N (Be U Right Now),,이달의 소녀,[0],,,KR,2023-01-05,,이달의 소녀,2023
Be Honest,196000.0,이달의 소녀,[&],,,KR,2021-06-28,,이달의 소녀,2021
Butterfly,238000.0,이달의 소녀,[× ×],,,KR,2019-02-19,,이달의 소녀,2019
Cherry Bomb,189000.0,이달의 소녀,Cherry Bomb,,,XW,2020-06-20,,이달의 소녀,2020
Comet,,이달의 소녀,[0],,,KR,2023-01-05,,이달의 소녀,2023
Curiosity,189000.0,이달의 소녀,[× ×],,,KR,2019-02-19,,이달의 소녀,2019
Dance on My Own,157000.0,이달의 소녀,[&],,,KR,2021-06-28,,이달의 소녀,2021
favOriTe,194147.0,이달의 소녀,favOriTe,,,KR,2018-08-07,,이달의 소녀,2018
Flash,,이달의 소녀,[0],,,KR,2023-01-05,,이달의 소녀,2023
Flip That,178400.0,이달의 소녀,[Flip That],,,KR,2022-06-20,,이달의 소녀,2022
FREESM,,이달의 소녀,[0],,,KR,2023-01-05,,이달의 소녀,2023
Full Moon,202000.0,이달의 소녀,Full Moon,,,XW,2019-10-31,,이달의 소녀,2019
Hi High,196863.0,이달의 소녀,[+ +],,,KR,2018-08-20,,이달의 소녀,2018
HULA HOOP,199000.0,이달의 소녀,HULA HOOP / StarSeed 〜カクセイ〜,,,XW,2021-09-15,,이달의 소녀,2021
I Like You Even More Now,207667.0,이달의 소녀,I Like You Even More Now,,,XW,2024-01-08,,이달의 소녀,2024
La Maison,214728.0,이달의 소녀,La Maison,,,,2019-12-03,,이달의 소녀,2019
LOONA Channel vol. 1,,이달의 소녀,HULA HOOP / StarSeed 〜カクセイ〜,,,JP,2021-10-20,,이달의 소녀,2021
LOONA Channel vol. 2,,이달의 소녀,LUMINOUS,,,JP,2022-09-28,,이달의 소녀,2022
LUMINOUS,239000.0,이달의 소녀,LUMINOUS,,,AF,2022-09-14,,이달의 소녀,2022
Need U,177320.0,이달의 소녀,[Flip That],,,KR,2022-06-20,,이달의 소녀,2022
Number 1,203000.0,이달의 소녀,[#],,,KR,2020-02-05,,이달의 소녀,2020
Oh (Yes I Am),196000.0,이달의 소녀,[#],,,KR,2020-02-05,,이달의 소녀,2020
OOPS!,162000.0,이달의 소녀,[12:00],,,KR,2020-10-19,,이달의 소녀,2020
Pale Blue Dot,206520.0,이달의 소녀,[Flip That],,,KR,2022-06-20,,이달의 소녀,2022
Perfect Love,222276.0,이달의 소녀,[+ +],,,KR,2018-08-20,,이달의 소녀,2018
Playback,210000.0,이달의 소녀,2022 이달의 소녀 CONCERT［LOOΠΔVERSE : FROM],,,XW,2022-02-12,,이달의 소녀,2022
POSE,186586.0,이달의 소녀,<Queendom2> FINAL,,,XW,2022-05-27,,이달의 소녀,2022
SHAKE IT,254000.0,이달의 소녀,<Queendom2> Part.2-1,,,XW,2022-04-15,,이달의 소녀,2022
So What,198000.0,이달의 소녀,[#],,,KR,2020-02-05,,이달의 소녀,2020
Sorry Sorry,190000.0,이달의 소녀,Sorry Sorry,,,XW,2020-03-05,,이달의 소녀,2020
Star,,이달의 소녀,2022 이달의 소녀 CONCERT［LOOΠΔVERSE : FROM],,,XW,2022-02-12,,이달의 소녀,2022
Stylish,209111.0,이달의 소녀,[+ +],,,KR,2018-08-20,,이달의 소녀,2018
The Journey,75626.0,이달의 소녀,[Flip That],,,KR,2022-06-20,,이달의 소녀,2022
U R,184000.0,이달의 소녀,[&],,,KR,2021-06-28,,이달의 소녀,2021
Universe,214000.0,이달의 소녀,[12:00],,,KR,2020-10-19,,이달의 소녀,2020
Where you at,207347.0,이달의 소녀,[× ×],,,KR,2019-02-19,,이달의 소녀,2019
Why Not?,206000.0,이달의 소녀,[12:00],,,KR,2020-10-19,,이달의 소녀,2020
WOW,178000.0,이달의 소녀,[&],,,KR,2021-06-28,,이달의 소녀,2021
× ×,49000.0,이달의 소녀,[× ×],,,KR,2019-02-19,,이달의 소녀,2019
기억해 (Fall Again),216000.0,이달의 소녀,[12:00],,,KR,2020-10-19,,이달의 소녀,2020
땡땡땡,179000.0,이달의 소녀,[#],,,KR,2020-02-05,,이달의 소녀,2020
목소리 (Voice),198000.0,이달의 소녀,[12:00],,,KR,2020-10-19,,이달의 소녀,2020
색깔 (Colors),195307.0,이달의 소녀,[× ×],,,KR,2019-02-19,,이달의 소녀,2019
